tube_assembly_id;supplier;quote_date;annual_usage;min_order_quantity;bracket_pricing;quantity;cost
TA-02670;S-0026;04/12/1997;12;1;No;1;957.306.521.702.843
TA-02671;S-0072;08/08/2013;14;1;Yes;1;135.625.379.055.547
TA-02671;S-0072;08/08/2013;14;4;Yes;1;131.452.290.469.222
TA-02672;S-0013;01/05/2011;500;56;No;56;441.512.772.433.133
TA-02675;S-0041;05/08/2013;230;1;No;1;198.639.016.709.047
TA-02676;S-0066;01/07/2013;0;0;Yes;1;220.728.565.625.991
TA-02676;S-0066;01/07/2013;0;0;Yes;2;125.081.375.227.433
TA-02676;S-0066;01/07/2013;0;0;Yes;5;676.874.968.701.835
TA-02676;S-0066;01/07/2013;0;0;Yes;10;485.469.305.542.418
TA-02676;S-0066;01/07/2013;0;0;Yes;25;370.848.472.371.371
TA-02676;S-0066;01/07/2013;0;0;Yes;50;339.132.999.115.305
TA-02676;S-0066;01/07/2013;0;0;Yes;100;324.944.497.921.802
TA-02676;S-0066;01/07/2013;0;0;Yes;250;316.598.320.749.153
TA-02678;S-0066;01/08/2011;300;1;No;1;723.335.354.962.915
TA-02681;S-0066;01/06/2013;0;0;Yes;1;220.589.462.673.114
TA-02681;S-0066;01/06/2013;0;0;Yes;2;124.942.272.274.556
TA-02681;S-0066;01/06/2013;0;0;Yes;5;675.483.939.173.061
TA-02681;S-0066;01/06/2013;0;0;Yes;10;484.356.481.919.398
TA-02681;S-0066;01/06/2013;0;0;Yes;25;369.457.442.842.597
TA-02681;S-0066;01/06/2013;0;0;Yes;50;338.020.175.492.285
TA-02681;S-0066;01/06/2013;0;0;Yes;100;323.831.674.298.782
TA-02681;S-0066;01/06/2013;0;0;Yes;250;315.207.291.220.378
TA-02683;S-0066;11/08/2013;0;0;Yes;1;219.532.280.231.245
TA-02683;S-0066;11/08/2013;0;0;Yes;2;123.885.089.832.687
TA-02683;S-0066;11/08/2013;0;0;Yes;5;664.912.114.754.372
TA-02683;S-0066;11/08/2013;0;0;Yes;10;473.506.451.594.954
TA-02683;S-0066;11/08/2013;0;0;Yes;25;358.885.618.423.908
TA-02683;S-0066;11/08/2013;0;0;Yes;50;327.170.145.167.842
TA-02683;S-0066;11/08/2013;0;0;Yes;100;312.981.643.974.338
TA-02683;S-0066;11/08/2013;0;0;Yes;250;304.635.466.801.689
TA-02688;S-0066;01/06/2013;0;0;Yes;1;23.185.680.185.619
TA-02688;S-0066;01/06/2013;0;0;Yes;2;136.209.611.457.632
TA-02688;S-0066;01/06/2013;0;0;Yes;5;788.157.331.003.822
TA-02688;S-0066;01/06/2013;0;0;Yes;10;596.751.667.844.405
TA-02688;S-0066;01/06/2013;0;0;Yes;25;482.130.834.673.358
TA-02688;S-0066;01/06/2013;0;0;Yes;50;450.415.361.417.292
TA-02688;S-0066;01/06/2013;0;0;Yes;100;436.226.860.223.789
TA-02688;S-0066;01/06/2013;0;0;Yes;250;42.788.068.305.114
TA-02694;S-0072;04/11/2011;5;1;No;1;166.033.284.554.565
TA-02700;S-0072;09/09/2004;100;8;No;1;550.291.281.583.325
TA-02701;S-0072;16/01/2013;100;1;No;1;51.245.527.840.065
TA-02704;S-0062;18/05/2009;132;1;No;1;521.357.867.384.809
TA-02705;S-0072;16/01/2013;200;1;Yes;1;229.798.078.153.603
TA-02705;S-0072;20/12/2013;19;0;Yes;10;782.871.418.794.478
TA-02705;S-0072;20/12/2013;19;0;Yes;15;677.987.792.324.855
TA-02705;S-0072;20/12/2013;19;0;Yes;20;629.579.964.723.491
TA-02709;S-0066;01/08/2011;0;1;Yes;1;184.450.515.515.543
TA-02714;S-0066;01/07/2013;0;0;Yes;1;216.694.579.992.544
TA-02714;S-0066;01/07/2013;0;0;Yes;2;121.047.389.593.986
TA-02714;S-0066;01/07/2013;0;0;Yes;5;636.535.112.367.365
TA-02714;S-0066;01/07/2013;0;0;Yes;10;445.129.449.207.948
TA-02714;S-0066;01/07/2013;0;0;Yes;25;330.508.616.036.901
TA-02714;S-0066;01/07/2013;0;0;Yes;50;298.793.142.780.835
TA-02714;S-0066;01/07/2013;0;0;Yes;100;284.604.641.587.332
TA-02714;S-0066;01/07/2013;0;0;Yes;250;276.258.464.414.683
TA-02716;S-0062;01/04/1999;1100;1;No;1;528.869.426.840.193
TA-02717;S-0072;31/08/2012;19;15;No;15;10.279.708.217.646
TA-02718;S-0066;02/12/2013;1;0;Yes;1;17.952.627.098.368
TA-02718;S-0066;02/12/2013;1;0;Yes;2;100.571.434.930.421
TA-02718;S-0066;02/12/2013;1;0;Yes;5;531.929.691.803.498
TA-02718;S-0066;02/12/2013;1;0;Yes;10;373.908.737.334.676
TA-02718;S-0066;02/12/2013;1;0;Yes;25;279.318.729.377.987
TA-02718;S-0066;02/12/2013;1;0;Yes;50;25.428.019.786.004
TA-02718;S-0066;02/12/2013;1;0;Yes;100;243.430.167.535.596
TA-02718;S-0066;02/12/2013;1;0;Yes;250;237.031.431.703.232
TA-02720;S-0066;07/07/2013;0;0;Yes;1;209.433.405.852.339
TA-02720;S-0066;07/07/2013;0;0;Yes;2;113.786.215.453.782
TA-02720;S-0066;07/07/2013;0;0;Yes;5;563.923.370.965.319
TA-02720;S-0066;07/07/2013;0;0;Yes;10;372.517.707.805.901
TA-02720;S-0066;07/07/2013;0;0;Yes;25;257.896.874.634.855
TA-02720;S-0066;07/07/2013;0;0;Yes;50;226.181.401.378.788
TA-02720;S-0066;07/07/2013;0;0;Yes;100;21.227.110.609.104
TA-02720;S-0066;07/07/2013;0;0;Yes;250;203.646.723.012.636
TA-02721;S-0066;21/07/2013;0;0;Yes;1;215.303.550.463.769
TA-02721;S-0066;21/07/2013;0;0;Yes;2;119.656.360.065.211
TA-02721;S-0066;21/07/2013;0;0;Yes;5;622.624.817.079.617
TA-02721;S-0066;21/07/2013;0;0;Yes;10;431.219.153.920.199
TA-02721;S-0066;21/07/2013;0;0;Yes;25;316.598.320.749.153
TA-02721;S-0066;21/07/2013;0;0;Yes;50;284.882.847.493.087
TA-02721;S-0066;21/07/2013;0;0;Yes;100;270.694.346.299.583
TA-02721;S-0066;21/07/2013;0;0;Yes;250;262.348.169.126.934
TA-02723;S-0066;01/09/2013;0;0;Yes;1;283.603.100.326.614
TA-02723;S-0066;01/09/2013;0;0;Yes;2;165.003.922.703.271
TA-02723;S-0066;01/09/2013;0;0;Yes;5;938.388.520.111.505
TA-02723;S-0066;01/09/2013;0;0;Yes;10;701.357.088.408.273
TA-02723;S-0066;01/09/2013;0;0;Yes;25;558.915.664.661.729
TA-02723;S-0066;01/09/2013;0;0;Yes;50;518.297.602.421.504
TA-02723;S-0066;01/09/2013;0;0;Yes;100;499.379.600.830.166
TA-02723;S-0066;01/09/2013;0;0;Yes;250;488.251.364.599.968
TA-02724;S-0066;01/09/2013;0;0;Yes;1;286.162.594.659.559
TA-02724;S-0066;01/09/2013;0;0;Yes;2;167.563.417.036.217
TA-02724;S-0066;01/09/2013;0;0;Yes;5;963.983.463.440.962
TA-02724;S-0066;01/09/2013;0;0;Yes;10;726.673.825.831.975
TA-02724;S-0066;01/09/2013;0;0;Yes;25;584.510.607.991.186
TA-02724;S-0066;01/09/2013;0;0;Yes;50;543.614.339.845.206
TA-02724;S-0066;01/09/2013;0;0;Yes;100;524.974.544.159.623
TA-02724;S-0066;01/09/2013;0;0;Yes;250;513.846.307.929.425
TA-02726;S-0066;01/09/2013;0;0;Yes;1;257.757.771.681.977
TA-02726;S-0066;01/09/2013;0;0;Yes;2;155.850.948.403.933
TA-02726;S-0066;01/09/2013;0;0;Yes;5;947.012.903.189.909
TA-02726;S-0066;01/09/2013;0;0;Yes;10;743.366.180.177.273
TA-02726;S-0066;01/09/2013;0;0;Yes;25;620.955.581.645.087
TA-02726;S-0066;01/09/2013;0;0;Yes;50;587.014.461.142.981
TA-02726;S-0066;01/09/2013;0;0;Yes;100;571.434.930.420.703
TA-02726;S-0066;01/09/2013;0;0;Yes;250;562.254.135.530.789
TA-02728;S-0066;01/09/2013;0;0;Yes;1;294.926.080.690.841
TA-02728;S-0066;01/09/2013;0;0;Yes;2;176.326.903.067.498
TA-02728;S-0066;01/09/2013;0;0;Yes;5;105.161.832.375.378
TA-02728;S-0066;01/09/2013;0;0;Yes;10;814.308.686.144.789
TA-02728;S-0066;01/09/2013;0;0;Yes;25;672.145.468.304.001
TA-02728;S-0066;01/09/2013;0;0;Yes;50;631.249.200.158.021
TA-02728;S-0066;01/09/2013;0;0;Yes;100;612.609.404.472.438
TA-02728;S-0066;01/09/2013;0;0;Yes;250;601.481.168.242.239
TA-02729;S-0066;01/09/2013;0;0;Yes;1;290.947.736.238.545
TA-02729;S-0066;01/09/2013;0;0;Yes;2;172.348.558.615.202
TA-02729;S-0066;01/09/2013;0;0;Yes;5;101.211.308.513.657
TA-02729;S-0066;01/09/2013;0;0;Yes;10;774.803.447.527.584
TA-02729;S-0066;01/09/2013;0;0;Yes;25;632.362.023.781.041
TA-02729;S-0066;01/09/2013;0;0;Yes;50;591.743.961.540.816
TA-02729;S-0066;01/09/2013;0;0;Yes;100;573.104.165.855.233
TA-02729;S-0066;01/09/2013;0;0;Yes;250;561.697.723.719.279
TA-02730;S-0066;01/09/2013;0;0;Yes;1;291.615.430.412.357
TA-02730;S-0066;01/09/2013;0;0;Yes;2;173.016.252.789.014
TA-02730;S-0066;01/09/2013;0;0;Yes;5;101.879.002.687.469
TA-02730;S-0066;01/09/2013;0;0;Yes;10;781.480.389.265.703
TA-02730;S-0066;01/09/2013;0;0;Yes;25;63.903.896.551.916
TA-02730;S-0066;01/09/2013;0;0;Yes;50;598.420.903.278.935
TA-02730;S-0066;01/09/2013;0;0;Yes;100;579.781.107.593.352
TA-02730;S-0066;01/09/2013;0;0;Yes;250;568.374.665.457.398
TA-02733;S-0066;01/06/2013;0;0;Yes;1;214.135.085.659.598
TA-02733;S-0066;01/06/2013;0;0;Yes;2;118.487.895.261.041
TA-02733;S-0066;01/06/2013;0;0;Yes;5;610.940.169.037.908
TA-02733;S-0066;01/06/2013;0;0;Yes;10;419.812.711.784.246
TA-02733;S-0066;01/06/2013;0;0;Yes;25;304.913.672.707.444
TA-02733;S-0066;01/06/2013;0;0;Yes;50;273.476.405.357.133
TA-02733;S-0066;01/06/2013;0;0;Yes;100;25.928.790.416.363
TA-02733;S-0066;01/06/2013;0;0;Yes;250;250.663.521.085.226
TA-02738;S-0072;19/11/2001;10;4;No;1;178.886.397.400.444
TA-02739;S-0072;19/11/2001;10;4;No;1;178.886.397.400.444
TA-02742;S-0026;18/08/1998;25;1;No;1;841.851.070.814.531
TA-02744;S-0072;29/09/1998;25;1;No;1;601.759.374.147.994
TA-02745;S-0066;01/08/2013;0;0;Yes;1;213.022.262.036.578
TA-02745;S-0066;01/08/2013;0;0;Yes;2;117.375.071.638.021
TA-02745;S-0066;01/08/2013;0;0;Yes;5;600.090.138.713.465
TA-02745;S-0066;01/08/2013;0;0;Yes;10;408.684.475.554.047
TA-02745;S-0066;01/08/2013;0;0;Yes;25;293.785.436.477.246
TA-02745;S-0066;01/08/2013;0;0;Yes;50;262.348.169.126.934
TA-02745;S-0066;01/08/2013;0;0;Yes;100;248.159.667.933.431
TA-02745;S-0066;01/08/2013;0;0;Yes;250;239.813.490.760.782
TA-02750;S-0026;01/02/2012;5;1;No;1;548.121.275.518.437
TA-02751;S-0066;03/11/2006;4;1;No;1;319.296.918.034.976
TA-02757;S-0072;19/12/2012;25;1;Yes;1;106.831.067.809.907
TA-02758;S-0072;05/09/2012;10;4;No;1;116.735.198.054.784
TA-02760;S-0072;21/01/2004;5;4;No;1;1.231.895.750.683
TA-02772;S-0072;31/07/2013;5;0;Yes;2;160.663.910.573.494
TA-02772;S-0072;31/07/2013;5;0;Yes;3;107.137.094.306.238
TA-02772;S-0072;31/07/2013;5;0;Yes;4;903.890.987.797.889
TA-02772;S-0072;31/07/2013;5;0;Yes;5;803.458.655.820.346
TA-02775;S-0041;05/08/2013;1;20;No;20;139.826.288.232.447
TA-02778;S-0066;25/06/1999;0;0;Yes;1;168.982.267.155.567
TA-02778;S-0066;25/06/1999;0;0;Yes;3;785.653.477.852.028
TA-02778;S-0066;25/06/1999;0;0;Yes;5;604.819.639.111.299
TA-02778;S-0066;25/06/1999;0;0;Yes;10;469.055.157.102.875
TA-02778;S-0066;25/06/1999;0;0;Yes;20;401.172.916.098.663
TA-02778;S-0066;25/06/1999;0;0;Yes;30;378.638.237.732.511
TA-02779;S-0066;03/01/2006;5;0;Yes;3;192.240.280.876.682
TA-02779;S-0066;03/01/2006;5;0;Yes;4;150.731.959.738.041
TA-02779;S-0066;03/01/2006;5;0;Yes;5;129.532.669.719.513
TA-02779;S-0066;03/01/2006;5;0;Yes;6;112.450.827.106.158
TA-02780;S-0041;14/03/2013;8;0;Yes;5;1.315.913.934.221
TA-02780;S-0041;14/03/2013;8;0;Yes;10;817.925.362.919.604
TA-02780;S-0041;14/03/2013;8;0;Yes;15;646.828.730.880.299
TA-02782;S-0041;21/07/2014;13;0;Yes;10;154.404.277.694.007
TA-02782;S-0041;21/07/2014;13;0;Yes;15;122.410.598.532.186
TA-02782;S-0041;21/07/2014;13;0;Yes;25;972.329.640.613.611
TA-02785;S-0041;30/09/2003;0;1;No;1;156.908.130.845.802
TA-02803;S-0066;21/07/2013;0;0;Yes;1;213.662.135.619.815
TA-02803;S-0066;21/07/2013;0;0;Yes;2;118.014.945.221.257
TA-02803;S-0066;21/07/2013;0;0;Yes;5;606.210.668.640.074
TA-02803;S-0066;21/07/2013;0;0;Yes;10;415.083.211.386.411
TA-02803;S-0066;21/07/2013;0;0;Yes;25;30.018.417.230.961
TA-02803;S-0066;21/07/2013;0;0;Yes;50;268.746.904.959.298
TA-02803;S-0066;21/07/2013;0;0;Yes;100;254.558.403.765.795
TA-02803;S-0066;21/07/2013;0;0;Yes;250;245.934.020.687.391
TA-02805;S-0072;20/12/2013;58;0;Yes;15;680.213.439.570.895
TA-02805;S-0072;20/12/2013;58;0;Yes;30;549.178.457.960.306
TA-02805;S-0072;20/12/2013;58;0;Yes;45;461.821.803.553.246
TA-02805;S-0072;20/12/2013;58;0;Yes;60;377.803.620.015.246
TA-02811;S-0066;14/07/2013;0;0;Yes;1;206.456.602.660.761
TA-02811;S-0066;14/07/2013;0;0;Yes;2;110.809.412.262.203
TA-02811;S-0066;14/07/2013;0;0;Yes;5;534.155.339.049.537
TA-02811;S-0066;14/07/2013;0;0;Yes;10;34.274.967.589.012
TA-02811;S-0066;14/07/2013;0;0;Yes;25;228.128.842.719.073
TA-02811;S-0066;14/07/2013;0;0;Yes;50;196.413.369.463.007
TA-02811;S-0066;14/07/2013;0;0;Yes;100;182.224.868.269.504
TA-02811;S-0066;14/07/2013;0;0;Yes;250;173.878.691.096.855
TA-02814;S-0066;01/06/2013;0;0;Yes;1;273.643.328.900.586
TA-02814;S-0066;01/06/2013;0;0;Yes;2;155.044.151.277.243
TA-02814;S-0066;01/06/2013;0;0;Yes;5;839.069.011.756.981
TA-02814;S-0066;01/06/2013;0;0;Yes;10;601.759.374.147.994
TA-02814;S-0066;01/06/2013;0;0;Yes;25;459.317.950.401.451
TA-02814;S-0066;01/06/2013;0;0;Yes;50;418.699.888.161.226
TA-02814;S-0066;01/06/2013;0;0;Yes;100;400.060.092.475.643
TA-02814;S-0066;01/06/2013;0;0;Yes;250;388.653.650.339.689
TA-02817;S-0066;25/10/2012;1;0;Yes;1;833.727.458.366.486
TA-02817;S-0066;25/10/2012;1;0;Yes;2;446.520.478.736.723
TA-02818;S-0041;07/01/2010;1;0;Yes;3;356.799.074.130.746
TA-02818;S-0041;07/01/2010;1;0;Yes;5;23.772.694.646.762
TA-02818;S-0041;07/01/2010;1;0;Yes;10;151.622.218.636.457
TA-02819;S-0066;01/08/2011;50;18;No;1;110.781.591.671.628
TA-02825;S-0072;28/11/2012;1;0;Yes;2;13.554.191.728.382
TA-02825;S-0072;28/11/2012;1;0;Yes;3;120.490.977.782.476
TA-02825;S-0072;28/11/2012;1;0;Yes;4;739.749.503.402.458
TA-02825;S-0072;28/11/2012;1;0;Yes;5;63.903.896.551.916
TA-02826;S-0041;06/03/2012;1;30;No;30;290.725.171.513.941
TA-02828;S-0066;02/12/2013;1;0;Yes;1;254.391.480.222.342
TA-02828;S-0066;02/12/2013;1;0;Yes;2;152.484.656.944.298
TA-02828;S-0066;02/12/2013;1;0;Yes;5;913.349.988.593.558
TA-02828;S-0066;02/12/2013;1;0;Yes;10;709.425.059.675.167
TA-02828;S-0066;02/12/2013;1;0;Yes;25;587.292.667.048.736
TA-02828;S-0066;02/12/2013;1;0;Yes;50;553.073.340.640.875
TA-02828;S-0066;02/12/2013;1;0;Yes;100;537.772.015.824.352
TA-02828;S-0066;02/12/2013;1;0;Yes;250;528.591.220.934.438
TA-02829;S-0066;01/09/2013;0;0;Yes;1;280.348.091.229.281
TA-02829;S-0066;01/09/2013;0;0;Yes;2;161.748.913.605.938
TA-02829;S-0066;01/09/2013;0;0;Yes;5;905.838.429.138.174
TA-02829;S-0066;01/09/2013;0;0;Yes;10;668.806.997.434.941
TA-02829;S-0066;01/09/2013;0;0;Yes;25;526.365.573.688.398
TA-02829;S-0066;01/09/2013;0;0;Yes;50;485.747.511.448.173
TA-02829;S-0066;01/09/2013;0;0;Yes;100;466.829.509.856.835
TA-02829;S-0066;01/09/2013;0;0;Yes;250;455.701.273.626.636
TA-02830;S-0066;07/07/2013;0;0;Yes;1;22.067.292.444.484
TA-02830;S-0066;07/07/2013;0;0;Yes;2;125.025.734.046.282
TA-02830;S-0066;07/07/2013;0;0;Yes;5;676.318.556.890.326
TA-02830;S-0066;07/07/2013;0;0;Yes;10;485.191.099.636.663
TA-02830;S-0066;07/07/2013;0;0;Yes;25;370.292.060.559.862
TA-02830;S-0066;07/07/2013;0;0;Yes;50;33.885.479.320.955
TA-02830;S-0066;07/07/2013;0;0;Yes;100;324.666.292.016.047
TA-02830;S-0066;07/07/2013;0;0;Yes;250;316.041.908.937.643
TA-02831;S-0066;21/07/2013;0;0;Yes;1;221.090.233.303.473
TA-02831;S-0066;21/07/2013;0;0;Yes;2;125.443.042.904.915
TA-02831;S-0066;21/07/2013;0;0;Yes;5;68.049.164.547.665
TA-02831;S-0066;21/07/2013;0;0;Yes;10;489.364.188.222.988
TA-02831;S-0066;21/07/2013;0;0;Yes;25;374.465.149.146.186
TA-02831;S-0066;21/07/2013;0;0;Yes;50;343.027.881.795.875
TA-02831;S-0066;21/07/2013;0;0;Yes;100;328.839.380.602.371
TA-02831;S-0066;21/07/2013;0;0;Yes;250;320.493.203.429.722
TA-02834;S-0072;16/01/2013;100;1;Yes;1;903.612.781.892.134
TA-02834;S-0072;23/04/2013;12;0;Yes;6;134.095.246.573.894
TA-02834;S-0072;23/04/2013;12;0;Yes;9;119.461.615.931.183
TA-02834;S-0072;23/04/2013;12;0;Yes;12;108.444.662.063.286
TA-02834;S-0072;23/04/2013;12;0;Yes;15;900.274.311.023.074
TA-02836;S-0066;01/10/2013;0;0;Yes;1;179.832.297.480.011
TA-02836;S-0066;01/10/2013;0;0;Yes;2;100.877.461.426.751
TA-02836;S-0066;01/10/2013;0;0;Yes;5;535.268.162.672.557
TA-02836;S-0066;01/10/2013;0;0;Yes;10;377.247.208.203.736
TA-02836;S-0066;01/10/2013;0;0;Yes;25;282.378.994.341.292
TA-02836;S-0066;01/10/2013;0;0;Yes;50;2.576.186.687.291
TA-02836;S-0066;01/10/2013;0;0;Yes;100;246.768.638.404.656
TA-02836;S-0066;01/10/2013;0;0;Yes;250;240.369.902.572.292
TA-02837;S-0066;16/06/2013;0;0;Yes;1;238.311.178.869.705
TA-02837;S-0066;16/06/2013;0;0;Yes;2;142.663.988.471.147
TA-02837;S-0066;16/06/2013;0;0;Yes;5;852.701.101.138.975
TA-02837;S-0066;16/06/2013;0;0;Yes;10;661.295.437.979.557
TA-02837;S-0066;16/06/2013;0;0;Yes;25;546.674.604.808.511
TA-02837;S-0066;16/06/2013;0;0;Yes;50;514.959.131.552.445
TA-02837;S-0066;16/06/2013;0;0;Yes;100;500.770.630.358.941
TA-02837;S-0066;16/06/2013;0;0;Yes;250;492.424.453.186.292
TA-02840;S-0066;16/06/2013;0;0;Yes;1;238.784.128.909.488
TA-02840;S-0066;16/06/2013;0;0;Yes;2;143.136.938.510.931
TA-02840;S-0066;16/06/2013;0;0;Yes;5;857.430.601.536.809
TA-02840;S-0066;16/06/2013;0;0;Yes;10;666.024.938.377.392
TA-02840;S-0066;16/06/2013;0;0;Yes;25;551.404.105.206.345
TA-02840;S-0066;16/06/2013;0;0;Yes;50;519.688.631.950.279
TA-02840;S-0066;16/06/2013;0;0;Yes;100;505.500.130.756.776
TA-02840;S-0066;16/06/2013;0;0;Yes;250;497.153.953.584.127
TA-02843;S-0066;16/06/2013;0;0;Yes;1;223.816.651.179.871
TA-02843;S-0066;16/06/2013;0;0;Yes;2;128.169.460.781.313
TA-02843;S-0066;16/06/2013;0;0;Yes;5;707.755.824.240.637
TA-02843;S-0066;16/06/2013;0;0;Yes;10;516.350.161.081.219
TA-02843;S-0066;16/06/2013;0;0;Yes;25;401.729.327.910.173
TA-02843;S-0066;16/06/2013;0;0;Yes;50;370.013.854.654.107
TA-02843;S-0066;16/06/2013;0;0;Yes;100;356.103.559.366.358
TA-02843;S-0066;16/06/2013;0;0;Yes;250;347.479.176.287.954
TA-02848;S-0066;16/06/2013;0;0;Yes;1;231.884.622.446.765
TA-02848;S-0066;16/06/2013;0;0;Yes;2;136.237.432.048.207
TA-02848;S-0066;16/06/2013;0;0;Yes;5;788.713.742.815.332
TA-02848;S-0066;16/06/2013;0;0;Yes;10;597.308.079.655.915
TA-02848;S-0066;16/06/2013;0;0;Yes;25;482.409.040.579.113
TA-02848;S-0066;16/06/2013;0;0;Yes;50;450.971.773.228.802
TA-02848;S-0066;16/06/2013;0;0;Yes;100;436.783.272.035.299
TA-02848;S-0066;16/06/2013;0;0;Yes;250;42.843.709.486.265
TA-02851;S-0066;01/08/2013;0;0;Yes;1;218.002.147.749.592
TA-02851;S-0066;01/08/2013;0;0;Yes;2;122.354.957.351.035
TA-02851;S-0066;01/08/2013;0;0;Yes;5;649.610.789.937.849
TA-02851;S-0066;01/08/2013;0;0;Yes;10;458.483.332.684.186
TA-02851;S-0066;01/08/2013;0;0;Yes;25;343.584.293.607.385
TA-02851;S-0066;01/08/2013;0;0;Yes;50;312.147.026.257.073
TA-02851;S-0066;01/08/2013;0;0;Yes;100;29.795.852.506.357
TA-02851;S-0066;01/08/2013;0;0;Yes;250;289.334.141.985.166
TA-02852;S-0013;30/08/2007;3;10;No;10;564.757.988.682.584
TA-02853;S-0014;22/04/2010;5;0;Yes;4;997.924.583.943.068
TA-02853;S-0014;22/04/2010;5;0;Yes;10;511.064.248.871.875
TA-02853;S-0014;22/04/2010;5;0;Yes;15;441.512.772.433.133
TA-02853;S-0014;22/04/2010;5;0;Yes;25;38.587.159.128.214
TA-02853;S-0014;22/04/2010;5;0;Yes;50;344.140.705.418.895
TA-02853;S-0014;22/04/2010;5;0;Yes;75;330.230.410.131.146
TA-02855;S-0026;28/05/2014;1;0;Yes;1;648.386.683.952.527
TA-02855;S-0026;28/05/2014;1;0;Yes;2;335.738.887.065.095
TA-02855;S-0026;28/05/2014;1;0;Yes;3;225.791.913.110.731
TA-02855;S-0026;28/05/2014;1;0;Yes;4;175.102.797.082.176
TA-02855;S-0026;28/05/2014;1;0;Yes;5;144.694.891.583.159
TA-02856;S-0064;01/11/2007;250;24;No;1;208.598.788.135.075
TA-02862;S-0054;06/05/2002;0;0;Yes;1;123.384.319.202.328
TA-02862;S-0054;06/05/2002;0;0;Yes;3;607.879.904.074.604
TA-02862;S-0054;06/05/2002;0;0;Yes;5;482.687.246.484.868
TA-02862;S-0054;06/05/2002;0;0;Yes;10;388.931.856.245.444
TA-02862;S-0054;06/05/2002;0;0;Yes;20;341.915.058.172.855
TA-02863;S-0054;06/05/2002;0;0;Yes;1;171.486.120.307.362
TA-02863;S-0054;06/05/2002;0;0;Yes;3;880.243.485.808.717
TA-02863;S-0054;06/05/2002;0;0;Yes;5;713.319.942.355.736
TA-02863;S-0054;06/05/2002;0;0;Yes;10;588.127.284.766.001
TA-02863;S-0054;06/05/2002;0;0;Yes;20;525.530.955.971.133
TA-02864;S-0072;31/08/2012;24;18;No;18;831.835.658.207.352
TA-02865;S-0041;05/08/2013;1;45;No;45;209.210.841.127.735
TA-02868;S-0041;21/11/2011;583;0;Yes;100;432.610.183.448.974
TA-02868;S-0041;21/11/2011;583;0;Yes;200;42.788.068.305.114
TA-02868;S-0041;21/11/2011;583;0;Yes;300;421.481.947.218.775
TA-02868;S-0041;21/11/2011;583;0;Yes;400;418.699.888.161.226
TA-02870;S-0041;01/10/2011;182;150;No;150;176.938.956.060.159
TA-02871;S-0026;18/08/2004;1;1;No;1;173.878.691.096.855
TA-02878;S-0072;16/01/2013;380;1;No;1;42.954.991.848.567
TA-02879;S-0062;16/04/2013;10;10;No;10;135.486.276.102.669
TA-02881;S-0062;05/03/2005;965;1;No;1;116.011.862.699.821
TA-02887;S-0066;01/05/2013;0;0;Yes;1;216.778.041.764.271
TA-02887;S-0066;01/05/2013;0;0;Yes;2;121.130.851.365.713
TA-02887;S-0066;01/05/2013;0;0;Yes;5;63.736.973.008.463
TA-02887;S-0066;01/05/2013;0;0;Yes;10;445.964.066.925.213
TA-02887;S-0066;01/05/2013;0;0;Yes;25;331.343.233.754.166
TA-02887;S-0066;01/05/2013;0;0;Yes;50;2.996.277.604.981
TA-02887;S-0066;01/05/2013;0;0;Yes;100;285.717.465.210.351
TA-02887;S-0066;01/05/2013;0;0;Yes;250;277.093.082.131.947
TA-02888;S-0066;01/05/2013;0;0;Yes;1;218.836.765.466.857
TA-02888;S-0066;01/05/2013;0;0;Yes;2;1.231.895.750.683
TA-02888;S-0066;01/05/2013;0;0;Yes;5;657.956.967.110.498
TA-02888;S-0066;01/05/2013;0;0;Yes;10;466.829.509.856.835
TA-02888;S-0066;01/05/2013;0;0;Yes;25;351.930.470.780.034
TA-02888;S-0066;01/05/2013;0;0;Yes;50;320.493.203.429.722
TA-02888;S-0066;01/05/2013;0;0;Yes;100;306.304.702.236.219
TA-02888;S-0066;01/05/2013;0;0;Yes;250;297.680.319.157.815
TA-02890;S-0072;19/10/2009;1;0;Yes;2;367.231.795.596.557
TA-02890;S-0072;19/10/2009;1;0;Yes;3;330.397.333.674.599
TA-02890;S-0072;19/10/2009;1;0;Yes;4;310.672.534.956.572
TA-02890;S-0072;19/10/2009;1;0;Yes;5;298.848.783.961.986
TA-02895;S-0066;01/02/2014;1;0;Yes;1;218.085.609.521.319
TA-02895;S-0066;01/02/2014;1;0;Yes;2;122.438.419.122.761
TA-02895;S-0066;01/02/2014;1;0;Yes;5;650.723.613.560.869
TA-02895;S-0066;01/02/2014;1;0;Yes;10;459.317.950.401.451
TA-02895;S-0066;01/02/2014;1;0;Yes;25;34.441.891.132.465
TA-02895;S-0066;01/02/2014;1;0;Yes;50;312.981.643.974.338
TA-02895;S-0066;01/02/2014;1;0;Yes;100;298.793.142.780.835
TA-02902;S-0066;01/09/2013;0;0;Yes;1;230.382.310.555.688
TA-02902;S-0066;01/09/2013;0;0;Yes;2;134.735.120.157.131
TA-02902;S-0066;01/09/2013;0;0;Yes;5;773.690.623.904.564
TA-02902;S-0066;01/09/2013;0;0;Yes;10;582.284.960.745.147
TA-02902;S-0066;01/09/2013;0;0;Yes;25;4.676.641.275.741
TA-02902;S-0066;01/09/2013;0;0;Yes;50;435.948.654.318.034
TA-02902;S-0066;01/09/2013;0;0;Yes;100;42.176.015.312.453
